purchase_day_of_week,purchase_hour,is_weekend_order,estimated_delivery_days,customer_state,customer_city,seller_state,seller_city,seller_customer_same_state,seller_customer_same_city,product_category_name,product_weight_g,product_weight_kg,total_product_weight_g,total_product_weight_kg,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3,total_product_volume_cm3,product_weight_bucket,freight_value,freight_value_bucket,price,item_count,sla_breached
1,23,0,21.0075,SP,marilia,MG,andradas,0,0,brinquedos,1740.0,1.74,1740.0,1.74,34.0,41.0,33.0,46002.0,46002.0,1-5kg,19.35,15-30,739.9,1,0
1,20,0,13.15619212962963,RJ,marica,RJ,rio de janeiro,1,0,cool_stuff,11250.0,11.25,11250.0,11.25,29.0,98.0,33.0,93786.0,93786.0,10kg+,40.49,30-60,799.99,1,0
4,12,0,40.49716435185185,PA,ananindeua,SP,praia grande,0,0,eletrodomesticos,300.0,0.3,300.0,0.3,24.0,11.0,16.0,4224.0,4224.0,0-500g,25.3,15-30,115.0,1,0
3,15,0,28.368842592592593,RS,estrela,PR,curitiba,0,0,moveis_decoracao,8150.0,8.15,8150.0,8.15,52.0,18.0,35.0,32760.0,32760.0,5-10kg,59.83,30-60,249.9,1,0
3,10,0,26.569027777777777,RJ,niteroi,SP,curitiba,0,0,automotivo,1000.0,1.0,1000.0,1.0,20.0,20.0,20.0,8000.0,8000.0,500g-1kg,18.59,15-30,49.9,1,0
6,18,1,24.22857638888889,SP,salto,PR,campo largo,0,0,esporte_lazer,6350.0,6.35,6350.0,6.35,90.0,20.0,25.0,45000.0,45000.0,5-10kg,15.8,15-30,149.9,1,0
2,21,0,22.087604166666665,PR,campo mourao,SP,sao bernardo do campo,0,0,instrumentos_musicais,11600.0,11.6,11600.0,11.6,45.0,20.0,100.0,90000.0,90000.0,10kg+,65.57,60-100,690.0,1,0
2,20,0,19.130057870370372,SP,valinhos,SP,santana de parnaiba,1,0,unknown,350.0,0.35,350.0,0.35,16.0,4.0,11.0,704.0,704.0,0-500g,8.3,0-15,149.0,1,0
5,13,1,23.443159722222223,MG,santana do paraiso,BA,lauro de freitas,0,0,telefonia,900.0,0.9,900.0,0.9,23.0,7.0,16.0,2576.0,2576.0,500g-1kg,28.0,15-30,209.0,1,0
1,12,0,28.470960648148147,SC,joinville,SP,ibitinga,0,0,cama_mesa_banho,1200.0,1.2,1200.0,1.2,34.0,6.0,41.0,8364.0,8364.0,1-5kg,17.6,15-30,49.9,1,0
4,23,0,39.03459490740741,BA,catu,SP,pedreira,0,0,utilidades_domesticas,3050.0,3.05,3050.0,3.05,30.0,30.0,30.0,27000.0,27000.0,1-5kg,19.74,15-30,72.0,1,0
2,10,0,25.553113425925925,SC,chapeco,SP,laranjal paulista,0,0,brinquedos,4267.0,4.267,4267.0,4.267,46.0,39.0,22.0,39468.0,39468.0,1-5kg,45.09,30-60,89.8,1,0
6,21,1,16.10707175925926,SP,taubate,SP,jacarei,1,0,informatica_acessorios,175.0,0.175,175.0,0.175,20.0,20.0,20.0,8000.0,8000.0,0-500g,9.56,0-15,180.0,1,0
0,16,0,10.31087962962963,SP,sao paulo,SP,sao jose dos campos,1,0,informatica_acessorios,772.3333333333334,0.7723333333333333,2317.0,2.317,33.0,12.0,16.333333333333332,6467.999999999999,19308.0,500g-1kg,31.9,30-60,521.81,3,0
0,6,0,10.735393518518519,SP,sao paulo,SP,marilia,1,0,ferramentas_jardim,125.0,0.125,125.0,0.125,18.0,18.0,18.0,5832.0,5832.0,0-500g,8.11,0-15,18.0,1,0
4,4,0,31.828784722222224,PB,joao pessoa,MG,belo horizonte,0,0,malas_acessorios,100.0,0.1,100.0,0.1,16.0,3.0,16.0,768.0,768.0,0-500g,21.15,15-30,19.9,1,0
3,10,0,11.548032407407407,SP,embu das artes,SP,sao paulo,1,0,relogios_presentes,250.0,0.25,250.0,0.25,16.0,2.0,20.0,640.0,640.0,0-500g,7.78,0-15,55.0,1,0
3,10,0,26.556041666666665,SP,apiai,SP,sao jose do rio preto,1,0,ferramentas_jardim,1550.0,1.55,1550.0,1.55,30.0,22.0,30.0,19800.0,19800.0,1-5kg,18.0,15-30,49.0,1,0
6,23,1,23.02605324074074,ES,rio novo do sul,SP,ibitinga,0,0,casa_conforto_2,700.0,0.7,700.0,0.7,65.0,18.0,28.0,32760.0,32760.0,500g-1kg,15.1,15-30,12.9,1,0
6,14,1,16.40431712962963,SC,florianopolis,SP,sao paulo,0,0,utilidades_domesticas,250.0,0.25,500.0,0.5,19.0,8.0,11.0,1672.0,3344.0,0-500g,30.88,30-60,98.0,2,0
5,17,1,18.284849537037037,SP,itaquaquecetuba,SP,jaboticabal,1,0,utilidades_domesticas,2775.0,2.775,2775.0,2.775,28.0,26.0,26.0,18928.0,18928.0,1-5kg,17.56,15-30,201.38,1,0
0,18,0,17.246898148148148,SP,sao paulo,RJ,rio de janeiro,0,0,brinquedos,1550.0,1.55,1550.0,1.55,18.0,31.0,25.0,13950.0,13950.0,1-5kg,20.19,15-30,99.99,1,0
4,23,0,25.018344907407407,MG,tres coracoes,SP,sao paulo,0,0,pet_shop,475.0,0.475,475.0,0.475,29.0,27.0,32.0,25056.0,25056.0,0-500g,16.11,15-30,41.99,1,0
4,15,0,23.36189814814815,MG,belo horizonte,SP,sao paulo,0,0,moveis_decoracao,450.0,0.45,450.0,0.45,30.0,10.0,25.0,7500.0,7500.0,0-500g,14.1,0-15,39.99,1,0
6,22,1,10.059537037037037,SP,sao paulo,SP,guarulhos,1,0,industria_comercio_e_negocios,11325.0,11.325,11325.0,11.325,18.0,105.0,30.0,56700.0,56700.0,10kg+,14.72,0-15,104.0,1,0
6,15,1,25.34113425925926,DF,brasilia,SP,ibitinga,0,0,cama_mesa_banho,350.0,0.35,350.0,0.35,25.0,8.0,19.0,3800.0,3800.0,0-500g,15.1,15-30,45.95,1,0
4,19,0,23.180381944444445,BA,salvador,SP,praia grande,0,0,beleza_saude,2017.0,2.017,2017.0,2.017,28.0,30.0,27.0,22680.0,22680.0,1-5kg,17.14,15-30,99.49,1,0
4,12,0,25.499861111111112,SP,sao paulo,MG,uberlandia,0,0,telefonia,400.0,0.4,400.0,0.4,17.0,17.0,17.0,4913.0,4913.0,0-500g,15.1,15-30,39.9,1,0
4,17,0,20.28002314814815,SP,sao paulo,MG,belo horizonte,0,0,papelaria,450.0,0.45,450.0,0.45,25.0,15.0,25.0,9375.0,9375.0,0-500g,14.1,0-15,49.9,1,0
1,9,0,7.587986111111111,SP,sao paulo,SP,ribeirao pires,1,0,esporte_lazer,400.0,0.4,400.0,0.4,18.0,18.0,18.0,5832.0,5832.0,0-500g,9.12,0-15,109.9,1,0
5,2,1,16.89287037037037,SP,ribeirao preto,MG,contagem,0,0,papelaria,250.0,0.25,250.0,0.25,20.0,25.0,11.0,5500.0,5500.0,0-500g,18.41,15-30,44.9,1,0
0,9,0,15.590300925925925,MG,contagem,RJ,sao joao de meriti,0,0,utilidades_domesticas,11350.0,11.35,11350.0,11.35,43.0,35.0,34.0,51170.0,51170.0,10kg+,18.24,15-30,94.9,1,0
4,17,0,19.258587962962963,RJ,niteroi,SP,limeira,0,0,fashion_bolsas_e_acessorios,250.0,0.25,250.0,0.25,16.0,2.0,11.0,352.0,352.0,0-500g,15.1,15-30,13.3,1,1
4,11,0,33.53054398148148,RJ,rio de janeiro,PR,curitiba,0,0,moveis_decoracao,2500.0,2.5,2500.0,2.5,40.0,10.0,30.0,12000.0,12000.0,1-5kg,18.75,15-30,99.9,1,0
2,10,0,27.553541666666668,RJ,macae,SP,limeira,0,0,unknown,200.0,0.2,400.0,0.4,16.0,2.0,11.0,352.0,704.0,0-500g,30.2,30-60,68.6,2,0
2,16,0,26.325185185185184,SP,atibaia,PR,vendas@creditparts.com.br,0,0,informatica_acessorios,733.5,0.7335,1467.0,1.467,32.0,15.0,15.0,7200.0,14400.0,500g-1kg,49.06,30-60,235.9,2,0
6,22,1,23.075775462962962,SP,sao paulo,PR,apucarana,0,0,eletroportateis,300.0,0.3,300.0,0.3,20.0,10.0,20.0,4000.0,4000.0,0-500g,13.47,0-15,17.5,1,0
5,14,1,16.393703703703704,SP,sao paulo,SP,sao paulo,1,1,bebidas,1600.0,1.6,6400.0,6.4,25.0,25.0,25.0,15625.0,62500.0,1-5kg,46.92,30-60,77.2,4,0
2,11,0,13.502453703703704,SP,sao paulo,SP,sao paulo,1,1,relogios_presentes,200.0,0.2,200.0,0.2,16.0,2.0,11.0,352.0,352.0,0-500g,7.78,0-15,29.0,1,0
4,10,0,20.57662037037037,SP,santa barbara d'oeste,SP,cotia,1,0,automotivo,900.0,0.9,900.0,0.9,25.0,20.0,25.0,12500.0,12500.0,500g-1kg,9.34,0-15,50.0,1,0
1,18,0,41.22399305555555,RJ,rio de janeiro,SP,itaquaquecetuba,0,0,moveis_escritorio,15475.0,15.475,15475.0,15.475,81.0,7.0,83.0,47061.0,47061.0,10kg+,62.78,60-100,136.99,1,1
6,20,1,32.16181712962963,RS,balneario pinhal,SP,jacarei,0,0,automotivo,450.0,0.45,450.0,0.45,16.0,16.0,16.0,4096.0,4096.0,0-500g,20.95,15-30,439.0,1,0
3,17,0,13.263599537037036,SP,sao paulo,SP,santa barbara d'oeste,1,0,moveis_decoracao,400.0,0.4,400.0,0.4,50.0,3.0,25.0,3750.0,3750.0,0-500g,8.72,0-15,49.9,1,0
1,1,0,29.958275462962963,PE,recife,PR,cascavel,0,0,moveis_decoracao,950.0,0.95,950.0,0.95,65.0,3.0,45.0,8775.0,8775.0,500g-1kg,44.34,30-60,69.9,1,0
2,0,0,22.980185185185185,RJ,tres rios,SP,sao paulo,0,0,brinquedos,300.0,0.3,300.0,0.3,16.0,7.0,20.0,2240.0,2240.0,0-500g,15.1,15-30,49.9,1,0
1,21,0,20.11916666666667,SP,engenheiro coelho,SP,santo andre,1,0,perfumaria,250.0,0.25,250.0,0.25,20.0,8.0,21.0,3360.0,3360.0,0-500g,8.72,0-15,56.99,1,0
0,21,0,28.09673611111111,RJ,itaborai,SP,cerqueira cesar,0,0,beleza_saude,2300.0,2.3,2300.0,2.3,30.0,10.0,20.0,6000.0,6000.0,1-5kg,20.85,15-30,109.9,1,1
3,15,0,26.341539351851853,MG,sao joao del rei,MG,uberlandia,1,0,utilidades_domesticas,5700.0,5.7,5700.0,5.7,54.0,18.0,35.0,34020.0,34020.0,5-10kg,14.22,0-15,299.0,1,0
1,21,0,13.115810185185186,SP,sao paulo,SP,sao paulo,1,1,papelaria,725.0,0.725,725.0,0.725,40.0,13.0,40.0,20800.0,20800.0,500g-1kg,10.21,0-15,199.9,1,0
3,17,0,21.28011574074074,SP,osasco,SC,sao jose,0,0,bebes,650.0,0.65,650.0,0.65,20.0,8.0,14.0,2240.0,2240.0,500g-1kg,15.18,15-30,59.9,1,0
0,12,0,15.464675925925926,SP,taboao da serra,SP,santo andre,1,0,beleza_saude,900.0,0.9,900.0,0.9,33.0,17.0,12.0,6732.0,6732.0,500g-1kg,9.41,0-15,84.99,1,0
6,20,1,14.130347222222222,SP,sao paulo,SP,campinas,1,0,perfumaria,415.0,0.415,415.0,0.415,26.0,12.0,18.0,5616.0,5616.0,0-500g,8.44,0-15,169.0,1,0
4,13,0,23.45741898148148,DF,brasilia,SC,blumenau,0,0,informatica_acessorios,225.0,0.225,225.0,0.225,30.0,9.0,23.0,6210.0,6210.0,0-500g,25.63,15-30,45.6,1,0
2,15,0,22.362569444444443,RJ,rio de janeiro,SP,sao paulo,0,0,brinquedos,325.0,0.325,325.0,0.325,27.0,18.0,11.0,5346.0,5346.0,0-500g,14.11,0-15,49.7,1,0
2,14,0,22.39346064814815,SP,guaruja,MG,belo horizonte,0,0,informatica_acessorios,200.0,0.2,200.0,0.2,25.0,5.0,15.0,1875.0,1875.0,0-500g,15.1,15-30,39.9,1,0
3,15,0,26.348564814814814,DF,brasilia,PR,maringa,0,0,informatica_acessorios,207.0,0.207,207.0,0.207,17.0,12.0,13.0,2652.0,2652.0,0-500g,25.85,15-30,80.9,1,0
1,17,0,23.273229166666667,ES,cariacica,SP,santo andre,0,0,perfumaria,400.0,0.4,400.0,0.4,18.0,11.0,20.0,3960.0,3960.0,0-500g,14.15,0-15,56.99,1,0
5,21,1,43.115891203703704,RJ,quatis,SP,ibitinga,0,0,cama_mesa_banho,850.0,0.85,1700.0,1.7,16.0,10.0,16.0,2560.0,5120.0,500g-1kg,38.68,30-60,106.0,2,0
2,16,0,26.330868055555555,SP,guarulhos,SP,sao jose do rio preto,1,0,ferramentas_jardim,1650.0,1.65,1650.0,1.65,30.0,22.0,30.0,19800.0,19800.0,1-5kg,13.44,0-15,59.9,1,0
3,13,0,14.444444444444445,SP,sao paulo,SP,sao paulo,1,1,informatica_acessorios,200.0,0.2,200.0,0.2,16.0,4.0,14.0,896.0,896.0,0-500g,7.78,0-15,13.99,1,0
4,11,0,17.5365625,RS,santa maria,MG,belo horizonte,0,0,automotivo,3250.0,3.25,3250.0,3.25,20.0,22.0,26.0,11440.0,11440.0,1-5kg,56.36,30-60,269.0,1,0
3,18,0,6.2278009259259255,SP,cacapava,SP,sao bernardo do campo,1,0,telefonia,150.0,0.15,150.0,0.15,17.0,10.0,13.0,2210.0,2210.0,0-500g,12.93,0-15,38.95,1,1
4,10,0,20.562430555555554,RJ,rio de janeiro,SP,mogi guacu,0,0,moveis_decoracao,400.0,0.4,1600.0,1.6,28.0,9.0,18.0,4536.0,18144.0,0-500g,58.08,30-60,179.6,4,0
0,0,0,43.999849537037036,BA,salvador,SP,tabatinga,0,0,bebes,5650.0,5.65,11300.0,11.3,36.0,25.0,26.0,23400.0,69320.0,5-10kg,97.28,60-100,130.4,2,0
6,11,1,23.53375,SP,taquarituba,SP,ibitinga,1,0,utilidades_domesticas,300.0,0.3,300.0,0.3,25.0,2.0,17.0,850.0,850.0,0-500g,11.85,0-15,24.9,1,0
3,17,0,24.256863425925925,SP,sao paulo,SP,ibitinga,1,0,moveis_decoracao,1050.0,1.05,1050.0,1.05,100.0,5.0,11.0,5500.0,5500.0,1-5kg,14.44,0-15,24.9,1,0
0,17,0,24.260567129629628,RJ,mage,PR,colombo,0,0,relogios_presentes,450.0,0.45,450.0,0.45,16.0,12.0,12.0,2304.0,2304.0,0-500g,16.48,15-30,149.0,1,0
2,19,0,25.201006944444444,RJ,engenheiro paulo de frontin,PR,maringa,0,0,informatica_acessorios,173.0,0.173,173.0,0.173,18.0,13.0,12.0,2808.0,2808.0,0-500g,17.02,15-30,82.8,1,1
2,11,0,29.52929398148148,ES,serra,RS,porto alegre,0,0,bebes,100.0,0.1,100.0,0.1,16.0,5.0,16.0,1280.0,1280.0,0-500g,21.15,15-30,24.99,1,0
0,10,0,15.56829861111111,SP,sao paulo,SP,sao paulo,1,1,moveis_decoracao,7300.0,7.3,7300.0,7.3,40.0,40.0,40.0,64000.0,64000.0,5-10kg,21.28,15-30,120.0,1,0
3,20,0,27.151944444444446,SP,sao paulo,RJ,petropolis,0,0,beleza_saude,431.0,0.431,431.0,0.431,19.0,17.0,15.0,4845.0,4845.0,0-500g,17.88,15-30,89.9,1,0
4,14,0,24.40591435185185,SP,rosana,SP,sao jose do rio preto,1,0,ferramentas_jardim,1850.0,1.85,1850.0,1.85,37.0,22.0,40.0,32560.0,32560.0,1-5kg,13.44,0-15,59.9,1,0
1,16,0,13.294386574074075,SP,sao paulo,SP,sao paulo,1,1,cama_mesa_banho,1100.0,1.1,1100.0,1.1,37.0,6.0,27.0,5994.0,5994.0,1-5kg,8.98,0-15,89.9,1,0
5,10,1,15.555532407407407,SP,sao paulo,SP,sao paulo,1,1,beleza_saude,550.0,0.55,550.0,0.55,20.0,20.0,20.0,8000.0,8000.0,500g-1kg,11.82,0-15,88.0,1,0
3,19,0,20.177233796296296,MG,formiga,MG,borda da mata,1,0,malas_acessorios,1450.0,1.45,1450.0,1.45,49.0,10.0,33.0,16170.0,16170.0,1-5kg,15.41,15-30,79.6,1,0
5,22,1,37.06005787037037,RJ,resende,SC,videira,0,0,eletronicos,550.0,0.55,550.0,0.55,16.0,16.0,11.0,2816.0,2816.0,500g-1kg,16.92,15-30,69.0,1,0
1,15,0,14.3628125,RJ,rio de janeiro,SP,volta redonda,0,0,cool_stuff,650.0,0.65,650.0,0.65,33.0,18.0,27.0,16038.0,16038.0,500g-1kg,9.94,0-15,48.9,1,1
0,15,0,28.341180555555557,SP,jundiai,SP,piracicaba,1,0,cama_mesa_banho,2150.0,2.15,2150.0,2.15,34.0,9.0,33.0,10098.0,10098.0,1-5kg,16.01,15-30,129.0,1,0
1,10,0,26.562037037037037,RS,sao jose do norte,PR,campo largo,0,0,esporte_lazer,5500.0,5.5,5500.0,5.5,90.0,15.0,25.0,33750.0,33750.0,5-10kg,21.26,15-30,109.9,1,0
5,5,1,19.75491898148148,SP,sao paulo,SP,osasco,1,0,eletronicos,10550.0,10.55,10550.0,10.55,30.0,105.0,20.0,63000.0,63000.0,10kg+,23.24,15-30,369.9,1,0
2,22,0,8.0546875,SP,guarulhos,SP,sao paulo,1,0,artigos_de_natal,550.0,0.55,550.0,0.55,37.0,10.0,37.0,13690.0,13690.0,500g-1kg,9.0,0-15,35.0,1,0
1,13,0,33.42949074074074,PR,curitiba,RN,natal,0,0,moveis_decoracao,1500.0,1.5,1500.0,1.5,30.0,10.0,30.0,9000.0,9000.0,1-5kg,31.27,30-60,249.0,1,0
2,15,0,32.36997685185185,RS,lajeado,MG,patos de minas,0,0,pet_shop,600.0,0.6,600.0,0.6,21.0,18.0,20.0,7560.0,7560.0,500g-1kg,38.93,30-60,94.9,1,0
4,15,0,12.343333333333334,SP,campinas,SP,sao paulo,1,0,fashion_bolsas_e_acessorios,250.0,0.25,250.0,0.25,16.0,2.0,11.0,352.0,352.0,0-500g,7.78,0-15,49.0,1,0
0,22,0,23.06247685185185,RS,porto alegre,SP,sao paulo,0,0,moveis_decoracao,2600.0,2.6,5200.0,5.2,50.0,10.0,30.0,15000.0,30000.0,1-5kg,43.14,30-60,139.8,2,1
6,19,1,38.1703125,PA,porto trombetas,SP,ribeirao preto,0,0,beleza_saude,1350.0,1.35,1350.0,1.35,27.0,9.0,18.0,4374.0,4374.0,1-5kg,29.25,15-30,121.9,1,0
1,7,0,27.681747685185186,MG,brasilia de minas,RJ,rio de janeiro,0,0,moveis_decoracao,250.0,0.25,250.0,0.25,16.0,6.0,11.0,1056.0,1056.0,0-500g,18.23,15-30,18.9,1,0
0,20,0,22.159791666666667,MG,corinto,SP,praia grande,0,0,eletrodomesticos,250.0,0.25,250.0,0.25,27.0,13.0,17.0,5967.0,5967.0,0-500g,15.92,15-30,166.8,1,0
1,7,0,22.697152777777777,SC,joinville,SP,guarulhos,0,0,automotivo,7625.0,7.625,7625.0,7.625,61.0,14.0,61.0,52094.0,52094.0,5-10kg,39.44,30-60,229.04,1,0
4,8,0,23.633993055555557,RJ,rio de janeiro,SP,sao paulo,0,0,utilidades_domesticas,6950.0,6.95,6950.0,6.95,35.0,30.0,35.0,36750.0,36750.0,5-10kg,30.53,30-60,104.0,1,0
3,11,0,14.528472222222222,SP,sao paulo,SP,sao paulo,1,1,telefonia,200.0,0.2,200.0,0.2,19.0,4.0,11.0,836.0,836.0,0-500g,7.78,0-15,26.99,1,0
6,10,1,28.581412037037037,MT,cuiaba,SP,sao paulo,0,0,automotivo,300.0,0.3,300.0,0.3,20.0,15.0,20.0,6000.0,6000.0,0-500g,17.06,15-30,16.99,1,0
2,16,0,22.312881944444445,SP,sao paulo,SP,fernandopolis,1,0,moveis_decoracao,700.0,0.7,2100.0,2.1,60.0,11.0,20.0,13200.0,39600.0,500g-1kg,38.25,30-60,177.0,3,0
3,9,0,25.595185185185183,RJ,sao joao de meriti,PR,curitiba,0,0,perfumaria,350.0,0.35,350.0,0.35,17.0,13.0,12.0,2652.0,2652.0,0-500g,16.15,15-30,101.0,1,0
6,16,1,29.298402777777778,SC,urubici,PR,maringa,0,0,pet_shop,700.0,0.7,700.0,0.7,30.0,10.0,20.0,6000.0,6000.0,500g-1kg,16.71,15-30,135.99,1,0
3,8,0,7.63542824074074,SP,taboao da serra,SP,guarulhos,1,0,cine_foto,100.0,0.1,100.0,0.1,16.0,11.0,12.0,2112.0,2112.0,0-500g,7.39,0-15,15.9,1,0
2,15,0,22.369606481481483,MG,belo horizonte,SP,sao paulo,0,0,telefonia,150.0,0.15,150.0,0.15,19.0,4.0,11.0,836.0,836.0,0-500g,14.1,0-15,34.99,1,0
0,7,0,23.66759259259259,RJ,tres rios,SP,marilia,0,0,esporte_lazer,1500.0,1.5,1500.0,1.5,55.0,5.0,16.0,4400.0,4400.0,1-5kg,18.67,15-30,55.9,1,0
0,22,0,24.055092592592594,RJ,rio de janeiro,RJ,rio de janeiro,1,1,pet_shop,128.0,0.128,128.0,0.128,17.0,9.0,13.0,1989.0,1989.0,0-500g,7.96,0-15,134.0,1,0
0,20,0,34.13023148148148,SP,sao paulo,SP,ibitinga,1,0,cama_mesa_banho,250.0,0.25,250.0,0.25,40.0,4.0,30.0,4800.0,4800.0,0-500g,10.96,0-15,13.9,1,0
4,20,0,26.143449074074073,RJ,paraty,SP,mogi guacu,0,0,moveis_escritorio,20500.0,20.5,20500.0,20.5,58.0,28.0,58.0,94192.0,94192.0,10kg+,67.26,60-100,349.9,1,0
1,11,0,21.52519675925926,MG,capitolio,SP,santo andre,0,0,perfumaria,400.0,0.4,400.0,0.4,18.0,11.0,20.0,3960.0,3960.0,0-500g,15.15,15-30,56.99,1,0
5,23,1,22.03423611111111,RJ,rio de janeiro,SP,sao paulo,0,0,cool_stuff,1500.0,1.5,1500.0,1.5,50.0,40.0,30.0,60000.0,60000.0,1-5kg,15.6,15-30,119.99,1,0
0,21,0,9.09480324074074,SP,jundiai,SP,sao paulo,1,0,cama_mesa_banho,800.0,0.8,800.0,0.8,20.0,20.0,20.0,8000.0,8000.0,500g-1kg,8.88,0-15,47.9,1,0
6,18,1,25.240648148148146,RJ,miguel pereira,PR,curitiba,0,0,esporte_lazer,250.0,0.25,250.0,0.25,16.0,16.0,16.0,4096.0,4096.0,0-500g,16.79,15-30,24.9,1,0
1,11,0,29.51820601851852,RJ,rio de janeiro,SP,sao paulo,0,0,telefonia,600.0,0.6,600.0,0.6,23.0,7.0,15.0,2415.0,2415.0,500g-1kg,14.28,0-15,73.99,1,0
3,12,0,17.462546296296296,SP,sao paulo,SP,ibitinga,1,0,casa_conforto,1825.0,1.825,1825.0,1.825,53.0,10.0,40.0,21200.0,21200.0,1-5kg,13.63,0-15,86.9,1,1
0,11,0,23.531886574074075,RN,natal,BA,ilheus,0,0,informatica_acessorios,750.0,0.75,750.0,0.75,28.0,22.0,16.0,9856.0,9856.0,500g-1kg,18.2,15-30,90.5,1,0
5,8,1,15.651956018518518,SP,osasco,SP,sao paulo,1,0,utilidades_domesticas,12050.0,12.05,12050.0,12.05,40.0,40.0,45.0,72000.0,72000.0,10kg+,14.3,0-15,199.9,1,0
1,19,0,36.1946412037037,MA,itapecuru mirim,SP,sao paulo,0,0,cama_mesa_banho,9750.0,9.75,9750.0,9.75,35.0,12.0,30.0,12600.0,12600.0,5-10kg,48.84,30-60,200.0,1,0
2,18,0,18.24627314814815,SP,diadema,SP,santo andre,1,0,perfumaria,250.0,0.25,250.0,0.25,20.0,8.0,21.0,3360.0,3360.0,0-500g,8.72,0-15,56.99,1,0
0,19,0,10.1690625,MG,contagem,MG,jacutinga,1,0,climatizacao,8750.0,8.75,8750.0,8.75,25.0,25.0,25.0,15625.0,15625.0,5-10kg,25.84,15-30,139.0,1,0
0,12,0,21.458854166666665,SP,sao paulo,RJ,teresopolis,0,0,beleza_saude,100.0,0.1,100.0,0.1,20.0,15.0,15.0,4500.0,4500.0,0-500g,19.15,15-30,149.65,1,0
0,15,0,34.36251157407408,BA,salvador,MG,belo horizonte,0,0,cama_mesa_banho,1100.0,1.1,1100.0,1.1,20.0,16.0,20.0,6400.0,6400.0,1-5kg,18.73,15-30,69.9,1,0
1,12,0,16.467685185185186,SP,itapetininga,SP,sao paulo,1,0,relogios_presentes,150.0,0.15,150.0,0.15,16.0,2.0,11.0,352.0,352.0,0-500g,11.89,0-15,55.0,1,0
2,15,0,21.356203703703702,RJ,queimados,SP,jaboticabal,0,0,utilidades_domesticas,400.0,0.4,400.0,0.4,20.0,7.0,11.0,1540.0,1540.0,0-500g,14.52,0-15,50.63,1,0
1,21,0,28.085787037037036,SC,sao joao batista,SP,franca,0,0,fashion_underwear_e_moda_praia,150.0,0.15,150.0,0.15,42.0,4.0,14.0,2352.0,2352.0,0-500g,18.23,15-30,49.9,1,0
0,23,0,20.036284722222224,RS,sao leopoldo,SP,guarulhos,0,0,beleza_saude,900.0,0.9,900.0,0.9,94.0,31.0,41.0,119474.0,119474.0,500g-1kg,99.65,60-100,88.99,1,0
0,17,0,23.261458333333334,MG,teofilo otoni,SP,ibitinga,0,0,cama_mesa_banho,950.0,0.95,950.0,0.95,50.0,5.0,50.0,12500.0,12500.0,500g-1kg,19.54,15-30,50.0,1,0
0,13,0,22.430925925925926,RS,torres,SC,sao jose,0,0,bebes,650.0,0.65,650.0,0.65,21.0,10.0,15.0,3150.0,3150.0,500g-1kg,16.18,15-30,59.9,1,0
5,4,1,31.831354166666667,MG,araguari,RJ,duque de caxias,0,0,instrumentos_musicais,9100.0,9.1,9100.0,9.1,55.0,25.0,35.0,48125.0,48125.0,5-10kg,17.0,15-30,2399.0,1,0
0,11,0,27.53320601851852,SP,bebedouro,SP,campo limpo paulista,1,0,papelaria,7000.0,7.0,7000.0,7.0,60.0,20.0,30.0,36000.0,36000.0,5-10kg,13.64,0-15,89.0,1,0
5,12,1,23.498217592592592,RJ,rio de janeiro,RJ,rio de janeiro,1,1,brinquedos,1200.0,1.2,1200.0,1.2,17.0,21.0,37.0,13209.0,13209.0,1-5kg,10.12,0-15,249.99,1,0
2,10,0,18.546574074074073,MG,bocaiuva,MG,belo horizonte,1,0,unknown,200.0,0.2,200.0,0.2,16.0,13.0,14.0,2912.0,2912.0,0-500g,10.96,0-15,49.8,1,0
1,4,0,14.829340277777778,SP,sao paulo,SP,praia grande,1,0,bebidas,550.0,0.55,550.0,0.55,30.0,15.0,15.0,6750.0,6750.0,500g-1kg,9.84,0-15,75.0,1,0
0,21,0,13.083657407407408,MG,sao jose da lapa,MG,uba,1,0,moveis_sala,11300.0,11.3,11300.0,11.3,50.0,20.0,50.0,50000.0,50000.0,10kg+,30.98,30-60,349.99,1,0
5,1,1,24.936782407407406,SP,capao bonito,SP,sao paulo,1,0,telefonia,350.0,0.35,350.0,0.35,17.0,4.0,12.0,816.0,816.0,0-500g,13.01,0-15,49.99,1,0
1,16,0,22.31052083333333,SP,sao jose dos campos,SP,salto,1,0,utilidades_domesticas,650.0,0.65,650.0,0.65,24.0,5.0,18.0,2160.0,2160.0,500g-1kg,9.26,0-15,30.9,1,0
3,11,0,25.509363425925926,SP,sao paulo,SP,sao jose do rio preto,1,0,ferramentas_jardim,1650.0,1.65,3300.0,3.3,30.0,22.0,30.0,19800.0,39600.0,1-5kg,19.2,15-30,99.8,2,0
4,22,0,11.061956018518519,SP,sao paulo,SP,sao paulo,1,1,consoles_games,4350.0,4.35,4350.0,4.35,18.0,33.0,39.0,23166.0,23166.0,1-5kg,21.79,15-30,1004.99,1,0
1,23,0,28.008993055555557,DF,brasilia,SP,ibitinga,0,0,cama_mesa_banho,1450.0,1.45,1450.0,1.45,34.0,12.0,40.0,16320.0,16320.0,1-5kg,17.83,15-30,82.99,1,0
1,15,0,61.33840277777778,RJ,rio de janeiro,SP,itaquaquecetuba,0,0,moveis_escritorio,11350.0,11.35,11350.0,11.35,63.0,61.0,24.0,92232.0,92232.0,10kg+,53.36,30-60,192.99,1,0
